LD_INFO_SK,BTCH_NM,LD_STRT_TS,LD_END_TS,LD_DURTN_SCND,LD_STS,TNNT_SK,SRC_CD
1408692,BATCH_41,2020-07-09 09:12:43 EDT,2020-07-09 09:13:23 EDT,40,COMPLETED                                                                       ,1,SRC1
1408452,BATCH_42,2020-07-07 01:35:42 EDT,2020-07-07 01:42:29 EDT,407,COMPLETED                                                                       ,1,SRC1
1408812,BATCH_42,2020-07-10 15:37:38 EDT,2020-07-10 15:44:23 EDT,405,COMPLETED                                                                       ,1,SRC1
1408572,BATCH_41,2020-07-08 03:11:59 EDT,2020-07-08 03:22:16 EDT,617,COMPLETED                                                                       ,1,SRC1
1409292,BATCH_42,2020-07-17 11:36:56 EDT,2020-07-17 11:44:15 EDT,439,COMPLETED                                                                       ,1,SRC1
1408932,BATCH_1,2020-07-12 15:32:45 EDT,2020-07-12 15:33:36 EDT,51,ABORTED                                                                         ,1,SRC1
1409052,BATCH_36,2020-07-14 08:51:52 EDT,,,STARTED                                                                         ,1,SRC4
1409172,BATCH_42,2020-07-15 23:36:37 EDT,2020-07-15 23:43:49 EDT,432,COMPLETED                                                                       ,1,SRC1
1408519,BATCH_43,2020-07-07 18:06:31 EDT,2020-07-07 18:07:17 EDT,46,COMPLETED                                                                       ,1,SRC1
1408039,BATCH_42,2020-07-02 18:34:50 EDT,2020-07-02 18:42:58 EDT,488,COMPLETED                                                                       ,1,SRC1
1407919,BATCH_67,2020-07-01 18:00:25 EDT,2020-07-01 18:02:34 EDT,129,COMPLETED                                                                       ,1,SRC1
1408279,BATCH_70,2020-07-05 06:43:04 EDT,2020-07-05 07:53:01 EDT,4197,COMPLETED                                                                       ,1,SRC1
1408399,BATCH_45,2020-07-06 12:00:24 EDT,2020-07-06 12:00:51 EDT,27,COMPLETED                                                                       ,1,SRC1
1408159,BATCH_42,2020-07-04 00:34:59 EDT,2020-07-04 00:41:51 EDT,412,COMPLETED                                                                       ,1,SRC1
1408639,BATCH_42,2020-07-08 18:35:41 EDT,2020-07-08 18:42:10 EDT,389,COMPLETED                                                                       ,1,SRC1
1408759,BATCH_42,2020-07-10 00:36:13 EDT,2020-07-10 00:42:45 EDT,392,COMPLETED                                                                       ,1,SRC1
1408879,BATCH_42,2020-07-11 12:37:13 EDT,2020-07-11 12:44:08 EDT,415,COMPLETED                                                                       ,1,SRC1
1408999,BATCH_1,2020-07-13 12:40:08 EDT,2020-07-13 20:03:33 EDT,26605,COMPLETED                                                                       ,1,SRC1
1409239,BATCH_42,2020-07-16 19:36:49 EDT,2020-07-16 19:45:58 EDT,549,COMPLETED                                                                       ,1,SRC1
1409119,BATCH_42,2020-07-15 06:36:48 EDT,2020-07-15 06:43:54 EDT,426,COMPLETED                                                                       ,1,SRC1
1408601,BATCH_76,2020-07-08 10:00:21 EDT,2020-07-08 10:00:43 EDT,22,COMPLETED                                                                       ,1,SRC1
1408121,BATCH_14,2020-07-03 15:51:33 EDT,2020-07-03 16:10:24 EDT,1131,COMPLETED                                                                       ,1,SRC1
1408001,BATCH_41,2020-07-02 12:03:22 EDT,2020-07-02 12:04:00 EDT,38,COMPLETED                                                                       ,1,SRC1
1408241,BATCH_41,2020-07-04 23:03:48 EDT,2020-07-04 23:04:26 EDT,38,COMPLETED                                                                       ,1,SRC1
1408361,BATCH_42,2020-07-06 03:35:59 EDT,2020-07-06 03:43:45 EDT,466,COMPLETED                                                                       ,1,SRC1
1407881,BATCH_46,2020-07-01 06:00:21 EDT,2020-07-01 06:00:59 EDT,38,COMPLETED                                                                       ,1,SRC1
1408481,BATCH_42,2020-07-07 08:56:48 EDT,2020-07-07 09:03:50 EDT,422,COMPLETED                                                                       ,1,SRC1
1408721,BATCH_50,2020-07-09 16:00:25 EDT,2020-07-09 16:12:29 EDT,724,COMPLETED                                                                       ,1,SRC1
1408841,BATCH_42,2020-07-11 00:37:01 EDT,2020-07-11 00:43:32 EDT,391,COMPLETED                                                                       ,1,SRC1
1408961,BATCH_42,2020-07-13 02:36:34 EDT,2020-07-13 02:43:15 EDT,401,COMPLETED                                                                       ,1,SRC1
1409201,BATCH_36,2020-07-16 10:08:30 EDT,,,STARTED                                                                         ,1,SRC4
1409321,BATCH_56,2020-07-18 00:00:51 EDT,2020-07-18 00:04:32 EDT,221,COMPLETED                                                                       ,1,SRC8
1409081,BATCH_75,2020-07-14 16:30:07 EDT,2020-07-14 16:36:44 EDT,397,COMPLETED                                                                       ,1,SRC18
1408814,BATCH_42,2020-07-10 16:37:32 EDT,2020-07-10 16:44:29 EDT,417,COMPLETED                                                                       ,1,SRC1
1409174,BATCH_56,2020-07-16 00:00:37 EDT,2020-07-16 00:04:37 EDT,240,COMPLETED                                                                       ,1,SRC8
1408214,BATCH_77,2020-07-04 15:00:08 EDT,2020-07-04 16:20:14 EDT,4806,COMPLETED                                                                       ,1,SRC1
1408094,BATCH_42,2020-07-03 08:09:16 EDT,2020-07-03 08:17:12 EDT,476,COMPLETED                                                                       ,1,SRC1
1408334,BATCH_41,2020-07-05 22:03:56 EDT,2020-07-05 22:04:35 EDT,39,COMPLETED                                                                       ,1,SRC1
1407974,BATCH_41,2020-07-02 05:03:27 EDT,2020-07-02 05:04:08 EDT,41,COMPLETED                                                                       ,1,SRC1
1408694,BATCH_55,2020-07-09 09:16:52 EDT,2020-07-09 09:28:50 EDT,718,COMPLETED                                                                       ,1,SRC1
1408454,BATCH_1,2020-07-07 02:28:07 EDT,2020-07-07 05:31:15 EDT,10988,COMPLETED                                                                       ,1,SRC1
1408934,BATCH_42,2020-07-12 16:35:58 EDT,2020-07-12 17:04:00 EDT,1682,COMPLETED                                                                       ,1,SRC1
1408574,BATCH_41,2020-07-08 04:04:00 EDT,2020-07-08 04:04:38 EDT,38,COMPLETED                                                                       ,1,SRC1
1409054,BATCH_36,2020-07-14 08:53:09 EDT,,,STARTED                                                                         ,1,SRC4
1409294,BATCH_45,2020-07-17 12:00:26 EDT,2020-07-17 12:00:51 EDT,25,COMPLETED                                                                       ,1,SRC1
1408888,BATCH_21,2020-07-11 17:30:22 EDT,2020-07-11 17:31:03 EDT,41,COMPLETED                                                                       ,1,SRC1
1407928,BATCH_77,2020-07-01 19:07:47 EDT,2020-07-02 18:56:34 EDT,85727,COMPLETED                                                                       ,1,SRC1
1408048,BATCH_39,2020-07-02 22:00:19 EDT,2020-07-02 22:04:16 EDT,237,COMPLETED                                                                       ,1,SRC1
1408288,BATCH_41,2020-07-05 09:03:41 EDT,2020-07-05 09:04:17 EDT,36,COMPLETED                                                                       ,1,SRC1
1408408,BATCH_42,2020-07-06 15:35:40 EDT,2020-07-06 15:42:25 EDT,405,COMPLETED                                                                       ,1,SRC1
1408528,BATCH_53,2020-07-07 19:41:06 EDT,2020-07-07 19:41:25 EDT,19,ABORTED                                                                         ,1,SRC1
1408168,BATCH_42,2020-07-04 04:35:08 EDT,2020-07-04 04:42:18 EDT,430,COMPLETED                                                                       ,1,SRC1
1408648,BATCH_41,2020-07-08 22:05:25 EDT,2020-07-08 22:06:20 EDT,55,COMPLETED                                                                       ,1,SRC1
1409248,BATCH_9,2020-07-17 00:00:34 EDT,2020-07-17 00:05:46 EDT,312,COMPLETED                                                                       ,1,SRC7
1408768,BATCH_42,2020-07-10 04:36:03 EDT,2020-07-10 04:42:52 EDT,409,COMPLETED                                                                       ,1,SRC1
1409008,BATCH_73,2020-07-13 17:00:10 EDT,2020-07-13 17:00:49 EDT,39,COMPLETED                                                                       ,1,SRC16
1409128,BATCH_51,2020-07-15 10:00:17 EDT,2020-07-15 10:04:38 EDT,261,COMPLETED                                                                       ,1,SRC1
1409016,BATCH_46,2020-07-13 18:30:10 EDT,2020-07-13 18:30:41 EDT,31,COMPLETED                                                                       ,1,SRC1
1408056,BATCH_68,2020-07-03 00:00:40 EDT,2020-07-03 00:05:22 EDT,282,COMPLETED                                                                       ,1,SRC14
1408536,BATCH_42,2020-07-07 21:36:46 EDT,2020-07-07 22:15:23 EDT,2317,COMPLETED                                                                       ,1,SRC1
1408656,BATCH_68,2020-07-09 00:00:46 EDT,2020-07-09 00:04:59 EDT,253,COMPLETED                                                                       ,1,SRC14
1408296,BATCH_42,2020-07-05 10:35:00 EDT,2020-07-05 10:46:14 EDT,674,COMPLETED                                                                       ,1,SRC1
1408416,BATCH_66,2020-07-06 17:31:46 EDT,2020-07-06 18:06:11 EDT,2065,COMPLETED                                                                       ,1,SRC1
1407936,BATCH_41,2020-07-01 20:00:22 EDT,2020-07-01 20:01:09 EDT,47,COMPLETED                                                                       ,1,SRC1
1408176,BATCH_36,2020-07-04 06:54:35 EDT,,,STARTED                                                                         ,1,SRC4
1408776,BATCH_41,2020-07-10 07:04:12 EDT,2020-07-10 07:04:49 EDT,37,COMPLETED                                                                       ,1,SRC1
1408896,BATCH_42,2020-07-11 19:36:47 EDT,2020-07-11 19:45:10 EDT,503,COMPLETED                                                                       ,1,SRC1
1409256,BATCH_42,2020-07-17 00:37:22 EDT,2020-07-17 00:44:27 EDT,425,COMPLETED                                                                       ,1,SRC1
1409136,BATCH_36,2020-07-15 10:44:52 EDT,,,STARTED                                                                         ,1,SRC4
1407951,BATCH_75,2020-07-01 23:54:55 EDT,2020-07-02 00:20:10 EDT,1515,COMPLETED                                                                       ,1,SRC18
1408191,BATCH_62,2020-07-04 09:22:02 EDT,2020-07-04 09:23:09 EDT,67,COMPLETED                                                                       ,1,SRC12
1408551,BATCH_53,2020-07-07 22:21:30 EDT,2020-07-07 22:21:51 EDT,21,COMPLETED                                                                       ,1,SRC1
1408311,BATCH_42,2020-07-05 15:34:48 EDT,2020-07-05 15:41:32 EDT,404,COMPLETED                                                                       ,1,SRC1
1408431,BATCH_41,2020-07-06 22:04:52 EDT,2020-07-06 22:05:31 EDT,39,COMPLETED                                                                       ,1,SRC1
1408071,BATCH_42,2020-07-03 03:34:58 EDT,2020-07-03 03:41:45 EDT,407,COMPLETED                                                                       ,1,SRC1
1408911,BATCH_65,2020-07-12 00:30:53 EDT,2020-07-12 00:32:17 EDT,84,COMPLETED                                                                       ,1,SRC13
1408671,BATCH_41,2020-07-09 04:04:30 EDT,2020-07-09 04:05:07 EDT,37,COMPLETED                                                                       ,1,SRC1
1409031,BATCH_72,2020-07-14 00:00:51 EDT,2020-07-14 00:07:13 EDT,382,COMPLETED                                                                       ,1,SRC15
1408791,BATCH_3,2020-07-10 09:26:04 EDT,2020-07-10 10:22:54 EDT,3410,COMPLETED                                                                       ,1,SRC1
1409151,BATCH_14,2020-07-15 14:29:39 EDT,2020-07-15 14:54:11 EDT,1472,COMPLETED                                                                       ,1,SRC1
1409271,BATCH_42,2020-07-17 06:40:45 EDT,2020-07-17 06:59:26 EDT,1121,COMPLETED                                                                       ,1,SRC1
1408052,BATCH_42,2020-07-02 23:34:56 EDT,2020-07-02 23:41:36 EDT,400,COMPLETED                                                                       ,1,SRC1
1408652,BATCH_49,2020-07-09 00:00:44 EDT,2020-07-09 00:05:50 EDT,306,COMPLETED                                                                       ,1,SRC5
1407932,BATCH_36,2020-07-01 19:09:42 EDT,,,STARTED                                                                         ,1,SRC4
1408292,BATCH_41,2020-07-05 10:04:17 EDT,2020-07-05 10:04:59 EDT,42,COMPLETED                                                                       ,1,SRC1
1408412,BATCH_73,2020-07-06 17:00:19 EDT,2020-07-06 17:00:56 EDT,37,COMPLETED                                                                       ,1,SRC16
1408532,BATCH_41,2020-07-07 20:05:30 EDT,2020-07-07 20:06:12 EDT,42,COMPLETED                                                                       ,1,SRC1
1408172,BATCH_7,2020-07-04 06:00:19 EDT,2020-07-04 06:17:50 EDT,1051,COMPLETED                                                                       ,1,SRC2
1408772,BATCH_7,2020-07-10 06:00:31 EDT,2020-07-10 06:19:51 EDT,1160,COMPLETED                                                                       ,1,SRC2
1409252,BATCH_56,2020-07-17 00:00:36 EDT,2020-07-17 00:04:36 EDT,240,COMPLETED                                                                       ,1,SRC8
1408892,BATCH_44,2020-07-11 18:00:25 EDT,2020-07-11 18:01:25 EDT,60,COMPLETED                                                                       ,1,SRC1
1409012,BATCH_42,2020-07-13 17:36:12 EDT,2020-07-13 17:44:10 EDT,478,COMPLETED                                                                       ,1,SRC1
1409132,BATCH_42,2020-07-15 10:37:33 EDT,2020-07-15 10:53:09 EDT,936,COMPLETED                                                                       ,1,SRC1
1408617,BATCH_41,2020-07-08 13:04:04 EDT,2020-07-08 13:04:43 EDT,39,COMPLETED                                                                       ,1,SRC1
1408137,BATCH_41,2020-07-03 19:03:38 EDT,2020-07-03 19:04:15 EDT,37,COMPLETED                                                                       ,1,SRC1
1408017,BATCH_17,2020-07-02 15:07:09 EDT,2020-07-02 17:08:58 EDT,7309,COMPLETED                                                                       ,1,SRC1
1408257,BATCH_42,2020-07-05 01:34:54 EDT,2020-07-05 01:41:32 EDT,398,COMPLETED                                                                       ,1,SRC1
1408377,BATCH_74,2020-07-06 07:00:28 EDT,2020-07-06 07:05:07 EDT,279,COMPLETED                                                                       ,1,SRC1
1408737,BATCH_42,2020-07-09 19:36:58 EDT,2020-07-09 19:44:28 EDT,450,COMPLETED                                                                       ,1,SRC1
1407897,BATCH_79,2020-07-01 10:30:14 EDT,2020-07-01 10:30:58 EDT,44,COMPLETED                                                                       ,1,SRC1
1408497,BATCH_41,2020-07-07 12:04:07 EDT,2020-07-07 12:04:45 EDT,38,COMPLETED                                                                       ,1,SRC1
1409217,BATCH_42,2020-07-16 12:39:30 EDT,2020-07-16 12:51:43 EDT,733,COMPLETED                                                                       ,1,SRC1
1408977,BATCH_42,2020-07-13 07:36:33 EDT,2020-07-13 07:46:07 EDT,574,COMPLETED                                                                       ,1,SRC1
1408857,BATCH_60,2020-07-11 07:00:23 EDT,2020-07-11 11:48:18 EDT,17275,COMPLETED                                                                       ,1,SRC10
1409097,BATCH_39,2020-07-14 22:00:20 EDT,2020-07-14 22:05:43 EDT,323,COMPLETED                                                                       ,1,SRC1
1409337,BATCH_36,2020-07-18 04:28:19 EDT,,,STARTED                                                                         ,1,SRC4
1408051,BATCH_41,2020-07-02 23:03:20 EDT,2020-07-02 23:03:57 EDT,37,COMPLETED                                                                       ,1,SRC1
1407931,BATCH_36,2020-07-01 19:09:01 EDT,,,STARTED                                                                         ,1,SRC4
1408291,BATCH_76,2020-07-05 10:00:21 EDT,2020-07-05 10:00:47 EDT,26,COMPLETED                                                                       ,1,SRC1
1408411,BATCH_42,2020-07-06 16:38:36 EDT,2020-07-06 16:45:26 EDT,410,COMPLETED                                                                       ,1,SRC1
1408531,BATCH_14,2020-07-07 19:58:22 EDT,2020-07-07 20:47:15 EDT,2933,COMPLETED                                                                       ,1,SRC1
1408171,BATCH_46,2020-07-04 06:00:19 EDT,2020-07-04 06:00:53 EDT,34,COMPLETED                                                                       ,1,SRC1
1408651,BATCH_42,2020-07-08 23:35:49 EDT,2020-07-08 23:42:17 EDT,388,COMPLETED                                                                       ,1,SRC1
1409251,BATCH_61,2020-07-17 00:00:36 EDT,2020-07-17 00:31:31 EDT,1855,COMPLETED                                                                       ,1,SRC11
1408771,BATCH_46,2020-07-10 06:00:31 EDT,2020-07-10 06:01:06 EDT,35,COMPLETED                                                                       ,1,SRC1
1409011,BATCH_66,2020-07-13 17:31:10 EDT,2020-07-13 18:04:31 EDT,2001,COMPLETED                                                                       ,1,SRC1
1408891,BATCH_67,2020-07-11 18:00:24 EDT,2020-07-11 18:01:38 EDT,74,COMPLETED                                                                       ,1,SRC1
1409131,BATCH_79,2020-07-15 10:30:19 EDT,2020-07-15 10:30:52 EDT,33,COMPLETED                                                                       ,1,SRC1
1408813,BATCH_50,2020-07-10 16:00:12 EDT,2020-07-10 16:11:14 EDT,662,COMPLETED                                                                       ,1,SRC1
1409173,BATCH_9,2020-07-16 00:00:37 EDT,2020-07-16 00:05:25 EDT,288,COMPLETED                                                                       ,1,SRC7
1408093,BATCH_25,2020-07-03 08:08:29 EDT,2020-07-03 15:20:00 EDT,25891,COMPLETED                                                                       ,1,SRC1
1408333,BATCH_39,2020-07-05 22:00:21 EDT,2020-07-05 22:04:13 EDT,232,COMPLETED                                                                       ,1,SRC1
1407973,BATCH_42,2020-07-02 04:35:21 EDT,2020-07-02 04:42:06 EDT,405,COMPLETED                                                                       ,1,SRC1
1408693,BATCH_17,2020-07-09 09:16:49 EDT,2020-07-09 11:41:39 EDT,8690,COMPLETED                                                                       ,1,SRC1
1408213,BATCH_42,2020-07-04 14:35:00 EDT,2020-07-04 14:42:48 EDT,468,COMPLETED                                                                       ,1,SRC1
1408453,BATCH_41,2020-07-07 02:03:58 EDT,2020-07-07 02:04:35 EDT,37,COMPLETED                                                                       ,1,SRC1
1408573,BATCH_42,2020-07-08 03:36:04 EDT,2020-07-08 03:44:40 EDT,516,COMPLETED                                                                       ,1,SRC1
1408933,BATCH_42,2020-07-12 15:35:49 EDT,2020-07-12 15:42:41 EDT,412,COMPLETED                                                                       ,1,SRC1
1409053,BATCH_36,2020-07-14 08:52:36 EDT,,,STARTED                                                                         ,1,SRC4
1409293,BATCH_47,2020-07-17 12:00:24 EDT,2020-07-17 12:03:17 EDT,173,COMPLETED                                                                       ,1,SRC1
1408798,BATCH_25,2020-07-10 10:29:34 EDT,2020-07-10 13:41:52 EDT,11538,COMPLETED                                                                       ,1,SRC1
1407958,BATCH_80,2020-07-02 00:00:48 EDT,2020-07-02 00:07:59 EDT,431,COMPLETED                                                                       ,1,SRC18
1408318,BATCH_21,2020-07-05 17:30:18 EDT,2020-07-05 17:31:24 EDT,66,COMPLETED                                                                       ,1,SRC1
1408078,BATCH_36,2020-07-03 05:12:31 EDT,,,STARTED                                                                         ,1,SRC4
1408438,BATCH_67,2020-07-06 23:54:41 EDT,2020-07-06 23:56:14 EDT,93,COMPLETED                                                                       ,1,SRC1
1408198,BATCH_79,2020-07-04 10:30:23 EDT,2020-07-04 10:30:45 EDT,22,COMPLETED                                                                       ,1,SRC1
1408558,BATCH_49,2020-07-08 00:00:37 EDT,2020-07-08 00:06:03 EDT,326,COMPLETED                                                                       ,1,SRC5
1408918,BATCH_42,2020-07-12 05:36:22 EDT,2020-07-12 05:43:05 EDT,403,COMPLETED                                                                       ,1,SRC1
1409278,BATCH_24,2020-07-17 08:15:10 EDT,2020-07-17 08:15:40 EDT,30,COMPLETED                                                                       ,1,SRC17
1408678,BATCH_42,2020-07-09 06:36:05 EDT,2020-07-09 06:42:39 EDT,394,COMPLETED                                                                       ,1,SRC1
1409158,BATCH_21,2020-07-15 17:30:13 EDT,2020-07-15 17:30:52 EDT,39,COMPLETED                                                                       ,1,SRC1
1409038,BATCH_42,2020-07-14 02:37:01 EDT,2020-07-14 02:56:50 EDT,1189,COMPLETED                                                                       ,1,SRC1
1408090,BATCH_41,2020-07-03 08:06:40 EDT,2020-07-03 08:07:20 EDT,40,COMPLETED                                                                       ,1,SRC1
1408330,BATCH_42,2020-07-05 20:34:53 EDT,2020-07-05 20:42:54 EDT,481,COMPLETED                                                                       ,1,SRC1
1409290,BATCH_79,2020-07-17 10:30:22 EDT,2020-07-17 10:30:45 EDT,23,COMPLETED                                                                       ,1,SRC1
1407970,BATCH_14,2020-07-02 03:35:42 EDT,2020-07-02 04:14:39 EDT,2337,COMPLETED                                                                       ,1,SRC1
1408570,BATCH_1,2020-07-08 02:22:29 EDT,2020-07-08 06:17:36 EDT,14107,COMPLETED                                                                       ,1,SRC1
1408210,BATCH_42,2020-07-04 13:34:55 EDT,2020-07-04 13:41:39 EDT,404,COMPLETED                                                                       ,1,SRC1
1408930,BATCH_42,2020-07-12 13:36:16 EDT,2020-07-12 13:43:00 EDT,404,COMPLETED                                                                       ,1,SRC1
1409170,BATCH_39,2020-07-15 22:00:26 EDT,2020-07-15 22:04:22 EDT,236,COMPLETED                                                                       ,1,SRC1
1408450,BATCH_42,2020-07-07 00:35:36 EDT,2020-07-07 00:42:21 EDT,405,COMPLETED                                                                       ,1,SRC1
1408690,BATCH_24,2020-07-09 08:15:18 EDT,2020-07-09 08:15:45 EDT,27,COMPLETED                                                                       ,1,SRC17
1408810,BATCH_42,2020-07-10 14:37:14 EDT,2020-07-10 14:44:14 EDT,420,COMPLETED                                                                       ,1,SRC1
1409050,BATCH_36,2020-07-14 08:50:32 EDT,,,STARTED                                                                         ,1,SRC4
1407944,BATCH_62,2020-07-01 21:52:13 EDT,2020-07-01 22:04:55 EDT,762,COMPLETED                                                                       ,1,SRC12
1408064,BATCH_42,2020-07-03 00:34:50 EDT,2020-07-03 00:41:28 EDT,398,COMPLETED                                                                       ,1,SRC1
1408304,BATCH_41,2020-07-05 13:03:52 EDT,2020-07-05 13:04:29 EDT,37,COMPLETED                                                                       ,1,SRC1
1408424,BATCH_41,2020-07-06 19:04:07 EDT,2020-07-06 19:04:45 EDT,38,COMPLETED                                                                       ,1,SRC1
1408664,BATCH_41,2020-07-09 01:04:07 EDT,2020-07-09 01:04:44 EDT,37,COMPLETED                                                                       ,1,SRC1
1408544,BATCH_53,2020-07-07 22:13:42 EDT,2020-07-07 22:14:03 EDT,21,COMPLETED                                                                       ,1,SRC1
1408184,BATCH_71,2020-07-04 08:00:21 EDT,2020-07-04 08:02:50 EDT,149,COMPLETED                                                                       ,1,SRC10
1408904,BATCH_48,2020-07-12 00:00:49 EDT,2020-07-12 00:30:27 EDT,1778,COMPLETED                                                                       ,1,SRC3
1408784,BATCH_71,2020-07-10 08:00:12 EDT,2020-07-10 08:01:29 EDT,77,COMPLETED                                                                       ,1,SRC10
1409024,BATCH_42,2020-07-13 23:37:20 EDT,2020-07-13 23:44:09 EDT,409,COMPLETED                                                                       ,1,SRC1
1409264,BATCH_36,2020-07-17 05:51:32 EDT,,,STARTED                                                                         ,1,SRC4
1409144,BATCH_42,2020-07-15 12:37:10 EDT,2020-07-15 13:14:55 EDT,2265,COMPLETED                                                                       ,1,SRC1
1408951,BATCH_72,2020-07-13 00:00:45 EDT,2020-07-13 00:07:01 EDT,376,COMPLETED                                                                       ,1,SRC15
1408831,BATCH_61,2020-07-11 00:00:39 EDT,2020-07-11 00:31:11 EDT,1832,COMPLETED                                                                       ,1,SRC11
1408711,BATCH_41,2020-07-09 12:04:06 EDT,2020-07-09 12:04:43 EDT,37,COMPLETED                                                                       ,1,SRC1
1408111,BATCH_45,2020-07-03 12:00:26 EDT,2020-07-03 12:00:54 EDT,28,COMPLETED                                                                       ,1,SRC1
1407871,BATCH_42,2020-07-01 01:34:51 EDT,2020-07-01 01:41:23 EDT,392,COMPLETED                                                                       ,1,SRC1
1408231,BATCH_42,2020-07-04 18:52:45 EDT,2020-07-04 18:59:25 EDT,400,COMPLETED                                                                       ,1,SRC1
1408351,BATCH_1,2020-07-06 01:30:43 EDT,2020-07-06 03:23:00 EDT,6737,COMPLETED                                                                       ,1,SRC1
1408591,BATCH_17,2020-07-08 07:41:38 EDT,2020-07-08 10:15:24 EDT,9226,COMPLETED                                                                       ,1,SRC1
1407991,BATCH_51,2020-07-02 10:00:18 EDT,2020-07-02 10:05:18 EDT,300,COMPLETED                                                                       ,1,SRC1
1408471,BATCH_42,2020-07-07 06:43:40 EDT,2020-07-07 07:04:12 EDT,1232,COMPLETED                                                                       ,1,SRC1
1409311,BATCH_42,2020-07-17 18:37:17 EDT,2020-07-17 18:44:26 EDT,429,COMPLETED                                                                       ,1,SRC1
1409071,BATCH_70,2020-07-14 12:55:38 EDT,2020-07-14 13:13:48 EDT,1090,COMPLETED                                                                       ,1,SRC1
1409191,BATCH_7,2020-07-16 06:00:15 EDT,2020-07-16 06:26:17 EDT,1562,COMPLETED                                                                       ,1,SRC2
1408805,BATCH_45,2020-07-10 12:00:27 EDT,2020-07-10 12:00:53 EDT,26,COMPLETED                                                                       ,1,SRC1
1408325,BATCH_46,2020-07-05 18:30:18 EDT,2020-07-05 18:30:56 EDT,38,COMPLETED                                                                       ,1,SRC1
1408445,BATCH_80,2020-07-07 00:00:41 EDT,2020-07-07 00:08:09 EDT,448,COMPLETED                                                                       ,1,SRC18
1407965,BATCH_42,2020-07-02 01:35:04 EDT,2020-07-02 01:41:39 EDT,395,COMPLETED                                                                       ,1,SRC1
1408205,BATCH_47,2020-07-04 12:00:25 EDT,2020-07-04 12:06:31 EDT,366,COMPLETED                                                                       ,1,SRC1
1409165,BATCH_42,2020-07-15 18:36:14 EDT,2020-07-15 18:44:31 EDT,497,COMPLETED                                                                       ,1,SRC1
1408085,BATCH_42,2020-07-03 06:40:45 EDT,2020-07-03 06:49:54 EDT,549,COMPLETED                                                                       ,1,SRC1
1408925,BATCH_42,2020-07-12 10:35:55 EDT,2020-07-12 10:42:38 EDT,403,COMPLETED                                                                       ,1,SRC1
1408565,BATCH_65,2020-07-08 00:32:24 EDT,2020-07-08 00:33:47 EDT,83,COMPLETED                                                                       ,1,SRC13
1408685,BATCH_36,2020-07-09 07:47:56 EDT,,,STARTED                                                                         ,1,SRC4
1409285,BATCH_14,2020-07-17 09:53:59 EDT,2020-07-17 10:15:35 EDT,1296,COMPLETED                                                                       ,1,SRC1
1409045,BATCH_60,2020-07-14 07:00:14 EDT,2020-07-14 09:25:58 EDT,8744,COMPLETED                                                                       ,1,SRC10
1408875,BATCH_42,2020-07-11 11:37:01 EDT,2020-07-11 11:43:48 EDT,407,COMPLETED                                                                       ,1,SRC1
1408155,BATCH_9,2020-07-04 00:00:54 EDT,2020-07-04 00:05:59 EDT,305,COMPLETED                                                                       ,1,SRC7
1408035,BATCH_44,2020-07-02 18:00:29 EDT,2020-07-02 18:01:32 EDT,63,COMPLETED                                                                       ,1,SRC1
1407915,BATCH_73,2020-07-01 17:00:25 EDT,2020-07-01 17:01:07 EDT,42,COMPLETED                                                                       ,1,SRC16
1408755,BATCH_68,2020-07-10 00:00:38 EDT,2020-07-10 00:04:59 EDT,261,COMPLETED                                                                       ,1,SRC14
1408275,BATCH_7,2020-07-05 06:00:14 EDT,2020-07-05 06:33:15 EDT,1981,COMPLETED                                                                       ,1,SRC2
1408395,BATCH_41,2020-07-06 11:04:12 EDT,2020-07-06 11:04:51 EDT,39,COMPLETED                                                                       ,1,SRC1
1408515,BATCH_42,2020-07-07 17:39:13 EDT,2020-07-07 17:47:56 EDT,523,COMPLETED                                                                       ,1,SRC1
1408635,BATCH_44,2020-07-08 18:00:26 EDT,2020-07-08 18:01:28 EDT,62,COMPLETED                                                                       ,1,SRC1
1408995,BATCH_42,2020-07-13 11:36:28 EDT,2020-07-13 11:43:59 EDT,451,COMPLETED                                                                       ,1,SRC1
1409355,BATCH_14,2020-07-18 09:21:12 EDT,,,STARTED                                                                         ,1,SRC1
1409115,BATCH_42,2020-07-15 04:36:34 EDT,2020-07-15 04:43:34 EDT,420,COMPLETED                                                                       ,1,SRC1
1409235,BATCH_44,2020-07-16 18:00:17 EDT,2020-07-16 18:01:21 EDT,64,COMPLETED                                                                       ,1,SRC1
1408010,BATCH_36,2020-07-02 13:56:52 EDT,,,STARTED                                                                         ,1,SRC4
1408610,BATCH_41,2020-07-08 11:05:10 EDT,2020-07-08 11:05:53 EDT,43,COMPLETED                                                                       ,1,SRC1
1408250,BATCH_56,2020-07-05 00:00:49 EDT,2020-07-05 00:04:48 EDT,239,COMPLETED                                                                       ,1,SRC8
1408370,BATCH_42,2020-07-06 05:35:45 EDT,2020-07-06 05:42:27 EDT,402,COMPLETED                                                                       ,1,SRC1
1407890,BATCH_41,2020-07-01 09:03:04 EDT,2020-07-01 09:03:41 EDT,37,COMPLETED                                                                       ,1,SRC1
1408130,BATCH_42,2020-07-03 17:34:56 EDT,2020-07-03 17:42:39 EDT,463,COMPLETED                                                                       ,1,SRC1
1408490,BATCH_79,2020-07-07 10:30:18 EDT,2020-07-07 10:30:41 EDT,23,COMPLETED                                                                       ,1,SRC1
